Question	Answer	Tags
记忆宫殿法的起源故事是什么？	公元前477年诗人西蒙尼德斯通过回忆宴会宾客的座位位置辨认遇难者，启发了空间记忆法	02-核心记忆技巧
遗忘曲线的间隔效应效应量有多大？	语言学习材料的间隔效应高达d=0.85——在教育心理学中属于非常大的效应	02-核心记忆技巧
记忆宫殿的常见错误有哪些？	选不够熟悉的空间、联想太普通太合理、站点路线有交叉、一次塞太多信息、建好后不练习	02-核心记忆技巧
故事法为什么有效？	以叙事结构组织的信息比列表形式记忆保持率高约6-7倍（Willingham 2004）	02-核心记忆技巧
数字编码的Major System是什么？	每个数字对应固定辅音字母：0=s/z, 1=t/d, 2=n, 3=m, 4=r, 5=l, 6=j/sh, 7=k/g, 8=f/v, 9=p/b	02-核心记忆技巧
"一三五七八十腊，三十一天永不差"是什么助记法？	口诀/韵律法——有旋律的文本比无旋律的记忆效果提高约40%	02-核心记忆技巧
"奇变偶不变，符号看象限"是什么？	三角函数诱导公式的口诀助记法	02-核心记忆技巧
头脑中想象一个房间的布局时用到工作记忆的哪个组件？	视觉空间画板（Visuospatial Sketchpad）	02-核心记忆技巧
合意困难（Desirable Difficulty）是什么？	学习中刻意增加20-30%的难度反而能增强长期记忆——"卡壳感"不是坏事而是学习正在发生	02-核心记忆技巧
认知洗牌法是什么？	入睡困难时脑中随机想象不相关物体（"苹果、自行车、云朵、吉他"），打断焦虑性思维	02-核心记忆技巧
为什么合成记忆法中加入嗅觉线索效果提升40%？	嗅觉信号直达海马体和杏仁核，不经过丘脑中转，是最"短路"的记忆通道（剑桥大学2024研究）	02-核心记忆技巧
记忆宫殿中每个站点应该放几个信息？	每个站点只放一个核心画面。多个要素应融合成复合画面，而非堆叠	02-核心记忆技巧
间隔重复中Anki卡片设计的最小信息原则是什么？	一张卡片只测试一个知识点——如果有3个要点就做3张卡片	02-核心记忆技巧
中药方剂记忆的核心方法？	方歌法（押韵口诀）+图像故事法（药物谐音编故事）+结构分析法（君臣佐使）	02-核心记忆技巧
12周记忆训练计划的四个阶段？	第1-4周基础技术→第5-8周实战应用→第9-12周整合优化，每天30-60分钟	02-核心记忆技巧
双编码理论中，同时使用视觉和语言编码的效果提升多少？	回忆率比单一编码高约50%（Marks 1973）	02-核心记忆技巧
身体位置法（身体钉子法）是什么？	用身体10个部位（头顶、眼睛、鼻子、嘴巴、脖子、肩膀、胸口、腰部、膝盖、脚）作为记忆桩，快速记忆10个项目	02-核心记忆技巧
记忆宫殿需要定期维护吗？	需要——每周至少"走"一遍所有宫殿，否则站点会模糊。可以安排在晨起或睡前花2分钟快速遍历	02-核心记忆技巧
图像化记忆中"普鲁斯特效应"是什么？	嗅觉能更直接地触发情景记忆——因为嗅觉信号直接传递到海马体和杏仁核，不经过丘脑中转	02-核心记忆技巧
